timestamp,open,high,low,close,volume,rsi,macd,macd_signal,macd_hist,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,dist_to_upper_band,dist_to_lower_band,ema_21,atr,atr_norm_volume,obv,returns,sma_fast,sma_slow,side,label,return
2025-07-10 20:00:00,113301.8,113500.0,113270.98,113432.67,95.18564,65.67674995263417,521.9440344570176,543.50194735519,-21.557912898172503,111204.5579012574,112863.8495,114523.14109874264,2.9403420246491305,0.6714046224397892,0.0096133776868924,0.0196425959006572,112836.1499216111,389.36150000000123,0.2765916299198161,4299.819610999999,0.0011549683098619,113397.60800000001,112863.84950000001,1,1,0.020230767732082988
2025-07-10 20:15:00,113432.68,113499.99,113374.55,113447.54,165.37464,65.87604022742022,503.8642338559439,535.5744046553409,-31.71017079939702,111450.8685394598,112969.6695,114488.4704605402,2.6888650152954363,0.6573183426977905,0.0091754343949652,0.0175999537807534,112891.73083782828,376.1654250000013,0.5038794160728202,4465.194250999999,0.0001310909811078,113357.122,112969.66949999999,1,1,0.020097042209995086
2025-07-10 20:30:00,113447.54,113566.31,113375.45,113566.3,150.54334,67.49910882415568,493.43083755760745,527.1456912357942,-33.71485367818673,111793.20086186982,113089.061,114384.92113813016,2.291751521626253,0.6841398565931028,0.0072083103713879,0.0156128987043708,112953.0553071166,366.90015375000127,0.4730944316959863,4615.737590999999,0.0010468274587531,113402.25999999998,113089.06100000002,1,1,0.019030293317648495
2025-07-10 20:45:00,113566.31,113580.0,113429.04,113493.16,143.71047,65.43488748098163,473.79885085597925,516.4763231598313,-42.67747230385203,112142.8104584182,113193.299,114243.7875415818,1.85609669629262,0.6427245458329689,0.006613857095721,0.0118980698183204,113002.15573374236,356.10314606250154,0.4695543065515648,4472.027120999999,-0.0006440290825711,113448.296,113193.29900000003,1,1,0.019687001401671678
2025-07-10 21:00:00,113493.16,113700.0,113385.36,113667.39,140.02582,67.94936376747063,466.9169370486343,506.5644459375919,-39.647508888957645,112590.18321368784,113303.0375,114015.89178631216,1.2583145201418888,0.7555588898012502,0.0030659786092753,0.0094768322410864,113062.6315761294,354.0299887593764,0.4565859886781884,4612.052940999999,0.0015351585945795,113521.41200000001,113303.0375,1,1,0.01812401956269194
2025-07-10 21:15:00,113667.4,116868.0,113602.43,115727.5,4384.283794,83.36174056666572,620.5433927602862,529.3602353021308,91.1831574581554,112287.36646274108,113470.5665,114653.76653725893,2.085474804180033,1.453741307018783,-0.0092781185348432,0.0297261544339843,113304.89234193585,499.6069893214079,8.412403736011544,8996.336734999999,0.0181240195626908,113980.378,113470.5665,1,1,0.006593247067464336
2025-07-10 21:30:00,115727.51,116800.0,115708.47,116300.0,1029.19021,85.45497217267456,779.5037966054952,579.3889475628037,200.1148490426915,112001.94891961204,113653.6835,115305.41808038796,2.906609851123694,1.3010719553314714,-0.0085518651729323,0.0369565871056575,113577.17485630533,529.2031398553374,1.8297677066824585,10025.526945,0.0049469659329026,114550.87,113653.6835,1,-1,-0.006878675838348558
2025-07-10 21:45:00,116300.01,116720.0,115958.57,116490.52,760.57145,86.08248257660426,910.3603660385417,645.5832312579513,264.77713478059025,111849.62472070196,113846.0355,115842.44627929803,3.507211771635273,1.1623097128662674,-0.00556331726137,0.0398392528361796,113842.024414823,540.8144828625702,1.3184600516242295,10786.098395,0.0016381771281168,115135.71399999999,113846.0355,1,-1,-0.008502923671385942
2025-07-10 22:00:00,116490.52,116499.95,115984.61,116108.61,1094.45899,78.74828478339253,972.0430872064608,710.8752024476532,261.1678847588076,111765.35739105032,113979.8125,116194.26760894968,3.8856970552564856,0.9806594388381372,0.0007377369253639,0.0374068090983922,114048.0776498391,539.5407587194416,1.911996527046374,9691.639404999998,-0.0032784642046408,115658.804,113979.8125,1,0,0.006972351146053102
2025-07-10 22:15:00,116108.62,116277.06,115886.71,115925.52,360.05884,75.43031787312349,994.6871213157136,767.6375862212653,227.0495350944484,111748.69170403115,114103.3875,116458.08329596884,4.127302173160862,0.8869146288704138,0.0045940125691808,0.0360302744035035,114218.75422712644,532.081220783469,0.6438026382270344,9331.580564999998,-0.0015768856418141,116110.43000000001,114103.3875,1,1,0.008248226965037242
